custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id
49,blue-collar,married,high.school,unknown,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17459
32,blue-collar,single,NA,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,17460
27,admin.,married,high.school,unknown,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17461
31,admin.,single,NA,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17462
52,services,married,high.school,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17463
31,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,17464
43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17465
25,management,married,NA,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,17466
38,blue-collar,married,NA,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,17467
31,admin.,married,university.degree,no,yes,no,cellular,sep,fri,2,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,0.4333333333,3,17468
NA,admin.,married,NA,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17469
40,technician,married,basic.4y,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17470
25,management,married,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,17471
41,admin.,married,NA,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,17472
40,admin.,divorced,high.school,no,no,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17473
35,admin.,single,NA,no,no,yes,cellular,aug,NA,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,17474
31,admin.,single,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,17475
NA,admin.,single,NA,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17476
35,services,married,high.school,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,17477
32,technician,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,17478
43,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17479
34,management,married,NA,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17480
26,admin.,single,university.degree,no,no,yes,cellular,jun,fri,2,6,1,success,-1.7,94.055,-39.8,0.732,4991.6,0.2,1,17481
51,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17482
45,housemaid,divorced,basic.4y,no,yes,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17483
NA,housemaid,married,NA,no,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,17484
48,management,married,unknown,no,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,17485
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17486
33,technician,single,university.degree,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17487
56,technician,married,NA,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,999,0,17488
34,admin.,married,university.degree,no,yes,yes,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17489
47,services,married,high.school,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17490
31,management,single,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17491
38,housemaid,married,basic.6y,unknown,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,17492
28,admin.,single,high.school,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17493
54,blue-collar,married,basic.4y,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17494
48,admin.,married,professional.course,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,17495
66,retired,married,unknown,no,no,no,cellular,aug,NA,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,999,2,17496
56,management,married,university.degree,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,17497
NA,blue-collar,single,high.school,no,unknown,unknown,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17498
30,admin.,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,999,0,17499
37,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,17500
33,blue-collar,single,NA,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,17501
56,technician,single,professional.course,no,yes,no,cellular,nov,tue,6,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,17502
32,admin.,single,NA,no,yes,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17503
42,management,married,university.degree,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17504
40,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,17505
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17506
NA,retired,married,NA,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,999,0,17507
NA,technician,divorced,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17508
NA,blue-collar,married,NA,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,0,17509
41,management,married,basic.9y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,17510
NA,admin.,married,high.school,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17511
37,services,married,NA,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,17512
25,student,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,17513
59,retired,married,basic.6y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17514
43,technician,single,professional.course,no,no,no,cellular,may,tue,2,3,2,success,-1.8,93.876,-40,0.668,5008.7,0.1,6,17515
42,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17516
54,housemaid,divorced,basic.4y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,17517
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,17518
39,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,17519
26,student,single,high.school,no,no,no,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,999,0,17520
46,housemaid,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17521
35,admin.,single,NA,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,2,17522
58,admin.,married,high.school,no,yes,no,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17523
40,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17524
40,services,married,basic.4y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17525
32,technician,married,unknown,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17526
NA,admin.,single,NA,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17527
53,admin.,married,NA,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,17528
66,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,3,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,0.2,2,17529
35,services,single,high.school,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17530
32,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17531
NA,management,married,university.degree,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,17532
44,management,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17533
NA,technician,married,NA,unknown,yes,no,telephone,jun,mon,11,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,17534
36,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17535
NA,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,17536
NA,admin.,married,NA,no,yes,yes,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,17537
44,admin.,single,NA,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,17538
44,blue-collar,married,basic.4y,no,unknown,unknown,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,4,17539
39,admin.,married,NA,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17540
47,technician,married,professional.course,no,yes,no,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17541
NA,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17542
41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17543
46,admin.,married,high.school,unknown,no,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0,17544
NA,blue-collar,single,NA,no,yes,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,0,17545
30,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17546
58,retired,married,professional.course,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17547
31,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,17548
29,services,single,professional.course,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,17549
42,admin.,married,basic.9y,no,yes,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17550
NA,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,0,17551
NA,admin.,married,NA,no,no,no,cellular,oct,NA,2,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,999,2,17552
NA,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,9,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,17553
36,admin.,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17554
51,blue-collar,married,NA,no,yes,no,cellular,aug,wed,1,6,4,success,-1.7,94.027,-38.3,0.903,4991.6,0.2,8,17555
42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,17556
47,admin.,married,NA,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,17557
33,admin.,single,high.school,no,yes,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,17558
63,retired,divorced,basic.4y,no,yes,no,cellular,aug,fri,2,3,1,success,-2.9,92.201,-31.4,0.869,5076.2,0.1,2,17559
35,technician,married,NA,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,17560
NA,admin.,married,NA,no,yes,no,cellular,jul,fri,1,999,2,failure,-1.7,94.215,-40.3,0.79,4991.6,999,2,17561
32,blue-collar,married,NA,unknown,no,no,telephone,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,5,17562
51,management,married,university.degree,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17563
35,admin.,married,NA,unknown,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17564
45,entrepreneur,married,basic.4y,unknown,no,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,17565
80,retired,married,illiterate,unknown,yes,yes,cellular,aug,NA,1,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,0.2,2,17566
NA,self-employed,married,university.degree,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,17567
40,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17568
58,admin.,married,university.degree,no,no,yes,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,17569
26,admin.,single,university.degree,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17570
NA,technician,married,university.degree,no,no,yes,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,17571
43,housemaid,married,NA,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,17572
34,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,17573
NA,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,17574
28,management,single,basic.9y,no,yes,no,cellular,may,NA,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,1,17575
57,self-employed,single,high.school,unknown,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,17576
52,technician,married,university.degree,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17577
NA,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,17578
NA,management,married,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,17579
49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,NA,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17580
58,admin.,married,high.school,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17581
44,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,17582
NA,retired,married,high.school,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,999,0,17583
NA,blue-collar,married,NA,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17584
NA,blue-collar,married,NA,unknown,yes,no,cellular,nov,NA,7,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,3,17585
54,unemployed,married,high.school,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17586
38,technician,married,NA,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17587
26,technician,married,professional.course,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17588
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,NA,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,17589
NA,services,married,high.school,unknown,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,999,0,17590
32,admin.,single,university.degree,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,17591
24,technician,single,professional.course,no,no,no,cellular,jun,tue,1,4,1,success,-2.9,92.963,-40.8,1.206,5076.2,0.1333333333,0,17592
47,blue-collar,single,NA,unknown,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17593
32,technician,married,NA,unknown,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,17594
30,technician,married,professional.course,no,yes,no,cellular,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,17595
34,management,married,university.degree,no,no,no,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17596
34,management,married,NA,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,17597
58,blue-collar,divorced,NA,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,17598
35,blue-collar,single,NA,no,yes,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,17599
33,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,17600
NA,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,17601
36,technician,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,17602
44,blue-collar,married,NA,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,17603
29,services,single,high.school,no,no,no,cellular,jun,wed,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,5,17604
26,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17605
32,technician,single,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17606
35,services,married,high.school,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17607
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,17608
26,admin.,married,high.school,no,no,no,cellular,jun,wed,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,999,0,17609
52,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,17610
41,technician,divorced,NA,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,17611
53,management,married,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,17612
32,admin.,single,NA,no,no,no,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,17613
36,services,married,NA,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,17614
35,blue-collar,divorced,NA,no,unknown,unknown,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,17615
49,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17616
32,admin.,married,university.degree,no,yes,no,telephone,aug,wed,1,999,1,failure,-2.9,92.201,-31.4,0.854,5076.2,999,2,17617
34,housemaid,single,basic.4y,no,yes,no,cellular,nov,tue,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999,0,17618
52,technician,married,NA,no,yes,no,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,17619
34,blue-collar,married,NA,no,yes,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,17620
39,management,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,17621
48,blue-collar,married,NA,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,17622
36,admin.,single,NA,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,2,17623
35,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,17624
58,unemployed,married,NA,no,no,yes,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,999,2,17625
NA,student,single,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17626
31,technician,single,professional.course,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,1,17627
33,admin.,single,NA,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,4,17628
46,technician,married,professional.course,no,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,17629
40,management,married,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,17630
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,1,17631
NA,blue-collar,single,high.school,no,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,2,17632
27,admin.,single,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,17633
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,17634
NA,services,married,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17635
34,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,999,0,17636
47,management,married,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999,0,17637
59,housemaid,married,unknown,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,17638
NA,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,2,17639
NA,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,17640
39,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,17641
31,entrepreneur,married,NA,no,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,17642
59,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,17643
44,admin.,married,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17644
52,admin.,married,university.degree,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,17645
44,management,married,NA,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,17646
36,admin.,married,NA,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,17647
58,services,married,high.school,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,17648
47,management,married,high.school,no,yes,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,17649
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,13,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,17650
45,services,married,NA,no,unknown,unknown,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,17651
NA,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17652
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,17653
NA,technician,single,university.degree,no,yes,no,cellular,may,NA,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,17654
57,management,married,university.degree,no,no,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,17655
